respondent_id;question;response
118801047535;Which of your study species would you be willing to share data about?;it depends on who will use our data, we have suffered multiple cases of plagiarisms with Cantabrian brown bears
118801110180;Which of your study species would you be willing to share data about?;I am a data user rather then owner
118801135035;Which of your study species would you be willing to share data about?;All species
118801200761;Which of your study species would you be willing to share data about?;Eurasian otter
118801275003;Which of your study species would you be willing to share data about?;All
118802456952;Which of your study species would you be willing to share data about?;all
118803434703;Which of your study species would you be willing to share data about?;All of the study species, provided the data has been properly validated first. Furthermore, the privacy of the land owners which gave us permission to place camera traps needs to be warranted.
119020227024;Which of your study species would you be willing to share data about?;In theory all data acquired for big mammals of EU.   Data like occupancy or abundance are published in all cases.  Unfortunately I have no right to share images that are collected by third parties
119020229849;Which of your study species would you be willing to share data about?;dormice, wild boar, roe deer, raccoon, martens, polar bear, any other available
119020235110;Which of your study species would you be willing to share data about?;All species. However, organizational data ownership and related bureaucracies reduce my abilities to share data (and the willingness to put in the effort).
119020237462;Which of your study species would you be willing to share data about?;all
119020239755;Which of your study species would you be willing to share data about?;Mammalian medium size carnivores
119020249109;Which of your study species would you be willing to share data about?;Momat
119020263918;Which of your study species would you be willing to share data about?;Golden jackal (Canis aureus)
119020301263;Which of your study species would you be willing to share data about?;All but the brown bear (a threatened population whose detection we cannot share to avoid poaching risk)
119020319085;Which of your study species would you be willing to share data about?;All
119020330770;Which of your study species would you be willing to share data about?;Wild mmamals
119020338593;Which of your study species would you be willing to share data about?;Wild boar
119020345566;Which of your study species would you be willing to share data about?;All
119020407949;Which of your study species would you be willing to share data about?;every species recorded
119020558803;Which of your study species would you be willing to share data about?;Wild boar
119020579053;Which of your study species would you be willing to share data about?;Squirrels, wolwes, badgers
119020646222;Which of your study species would you be willing to share data about?;Multiple
119020684646;Which of your study species would you be willing to share data about?;All data
119020916448;Which of your study species would you be willing to share data about?;All the camera trap data collected by the project I'm part of, are published online, on a data depository (GBIF). We found important to share data for possible reuse by other projects, as well as for transparency reasons. Data included various mountain species such as red deer, roe deer, fallow deer, wild boar, brown bear, red fox, chamois, etc.
119020920353;Which of your study species would you be willing to share data about?;Roe deer, Bear, Red deer, Wolf, Fox, Otter and etc.
119020962533;Which of your study species would you be willing to share data about?;canis aureus distribution
119021033231;Which of your study species would you be willing to share data about?;native and alien squirrel species, mammalian predators
119021064762;Which of your study species would you be willing to share data about?;All of them (Large mammals of central Europe) and arboreal small mammals
119021199025;Which of your study species would you be willing to share data about?;All
119021357437;Which of your study species would you be willing to share data about?;all terrestrial and arboreal mammals detected
119021686577;Which of your study species would you be willing to share data about?;All of them
119022297166;Which of your study species would you be willing to share data about?;All camera trap data shared (mammal communities in Carpathians, US Midwest, Peruvian Amazon)
119022582832;Which of your study species would you be willing to share data about?;All, except (10)
119027662756;Which of your study species would you be willing to share data about?;All. UK mammals.
119027677501;Which of your study species would you be willing to share data about?;I am not using ct for animal monitoring, but for time-lapse vegetation phenology
119027678677;Which of your study species would you be willing to share data about?;Any species
119027696132;Which of your study species would you be willing to share data about?;rodents
119028302479;Which of your study species would you be willing to share data about?;wild boar, roe deer, alpine marmots
119029337164;Which of your study species would you be willing to share data about?;all
119030842840;Which of your study species would you be willing to share data about?;We mainly work on community assessment and monitoring in Italian PAs, so we have data on all medium to large species, data sharing depending on which area, which species (some are sensitive, e.g. bear) and data ownership
119030866340;Which of your study species would you be willing to share data about?;All species, as academic research should be as open as possible.
