respondent_id;question;response
118788670632;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;mechanism for acknowledging when used
118788729742;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118788834047;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;not possible
118788836377;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118788875558;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;written agreement
118789097299;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118789159326;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118789329246;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118789445873;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118790091455;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118790522326;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118790874163;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Proper funding to prepare and openly publish the data, and first rights to publish the findings
118792325136;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Yes - see earlier questions about sharing
118796453735;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118797829762;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801041047;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801041617;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801044997;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;No
118801047535;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801056273;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801061185;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801074734;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801082106;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801110180;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;To always state the source
118801135035;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Credits printed on pictures
118801200761;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118801275003;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118802456952;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118802743421;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
118803434703;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Properly acknowledging the owners of the datasets in publication or other use (maybe by referencing to the datasets). Safeguarding privacy of land owners who gave permission for placement camera traps on their property.
119020227024;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Personal data from my own camera traps are not a problem, data gathered through third parties require authorisations hard to get.
119020228417;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020228643;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020228687;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020229849;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;no
119020233260;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020235110;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Nothing universal that I can think of. My biggest issue is with my organization's strict and wearing data policy.
119020236231;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020237462;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020239755;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020242363;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020249109;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Intelectual property rights agreements. Data access agreement. Non-disclosure agreement
119020263918;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020289798;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020301263;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020319085;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020330770;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020338593;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020345566;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020349803;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020407949;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020449571;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020558803;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020579053;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020646222;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020684646;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;No
119020916448;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119020920353;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;As you previously asked in your survey, I believe that a contract or publishing partnership is necessary.
119020962533;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119021033231;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;agreement on use for scientific publications and co-authoreship
119021064762;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Data-sharing metrics included in evaluations and grants
119021199025;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;I don't want people who put no effort in data collection (and sometimes have no idea of species, techniques, methodological limitations) to pilfer everyone's data without inviting people to be part of an analysis project that fits their interest. I am in favor of sharing but find the crediting is a must.
119021268709;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119021357437;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119021686577;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Data sharing agreements with data users
119022297166;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;No, all data should be free to use (and authors/collectors given the proper credit/authorship)
119022582832;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;No really after I've published it first, or do not plan on publishing it, I don't mind uploading everything
119023777492;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119024947539;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119027662756;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119027663134;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119027677501;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119027678677;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Depends. Perhaps an embargo and the right to be a co-author when my data are used would make.me very willing to share my data
119027696132;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119028302479;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119028671936;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119029337164;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119030842840;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
119030866340;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;Co-autorship Correct acknowledgement of data origin
119032201609;Are there some measures or safeguards that could be put into place to increase your willingness to make data openly available?;NA
